工程名称(编号):  中新科技城241A地块       (2009-K-255)
建设单位:        
孔号,深度,I,II,III,IV,V,VI
C112,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C112,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C112,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C112,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C112,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C112,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C112,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C113,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C113,10~20m,1.90,8.10,0.00,0.00,0.00,0.00
C113,20~30m,1.40,8.60,0.00,0.00,0.00,0.00
C113,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C113,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C113,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C113,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C113,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C113,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C113,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C113,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C114,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C114,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C114,20~30m,2.20,7.80,0.00,0.00,0.00,0.00
C114,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C114,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C114,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C114,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C114,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C114,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C114,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C114,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C115,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C115,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
C115,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C115,30~40m,5.60,4.40,0.00,0.00,0.00,0.00
C115,40~50m,5.00,5.00,0.00,0.00,0.00,0.00
C115,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C115,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C115,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C115,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C115,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C115,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C116,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C116,10~20m,0.20,9.80,0.00,0.00,0.00,0.00
C116,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C116,30~40m,6.00,4.00,0.00,0.00,0.00,0.00
C116,40~50m,4.80,5.20,0.00,0.00,0.00,0.00
C116,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C116,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C116,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C116,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C116,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C116,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C117,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C117,10~20m,1.80,8.20,0.00,0.00,0.00,0.00
C117,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C117,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C117,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C117,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C117,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C117,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C117,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C117,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C117,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C118,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C118,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
C118,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C118,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C118,40~50m,5.20,4.80,0.00,0.00,0.00,0.00
C118,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C118,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C118,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C118,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C118,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C118,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C119,0~10m,2.70,7.30,0.00,0.00,0.00,0.00
C119,10~20m,1.90,8.10,0.00,0.00,0.00,0.00
C119,20~30m,1.40,8.60,0.00,0.00,0.00,0.00
C119,30~40m,5.60,4.40,0.00,0.00,0.00,0.00
C119,40~50m,5.20,4.80,0.00,0.00,0.00,0.00
C119,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C119,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C119,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C119,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C119,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C119,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C12,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C12,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C12,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C12,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C12,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C12,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C12,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C12,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C12,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C12,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C12,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C120,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C120,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
C120,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C120,30~40m,0.60,4.40,0.00,0.00,0.00,0.00
C120,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C120,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C120,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C120,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C120,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C120,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C120,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C121,0~10m,1.40,8.60,0.00,0.00,0.00,0.00
C121,10~20m,0.60,9.40,0.00,0.00,0.00,0.00
C121,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C121,30~40m,0.60,4.40,0.00,0.00,0.00,0.00
C121,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C121,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C121,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C121,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C121,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C121,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C121,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C122,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C122,10~20m,0.60,9.40,0.00,0.00,0.00,0.00
C122,20~30m,1.20,8.80,0.00,0.00,0.00,0.00
C122,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C122,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C122,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C122,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C122,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C122,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C122,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C122,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C123,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C123,10~20m,1.90,8.10,0.00,0.00,0.00,0.00
C123,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C123,30~40m,5.60,4.40,0.00,0.00,0.00,0.00
C123,40~50m,5.00,5.00,0.00,0.00,0.00,0.00
C123,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C123,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C123,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C123,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C123,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C123,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C124,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C124,10~20m,2.00,8.00,0.00,0.00,0.00,0.00
C124,20~30m,1.90,8.10,0.00,0.00,0.00,0.00
C124,30~40m,5.60,4.40,0.00,0.00,0.00,0.00
C124,40~50m,5.00,5.00,0.00,0.00,0.00,0.00
C124,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C124,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C124,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C124,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C124,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C124,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C125,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C125,10~20m,2.00,8.00,0.00,0.00,0.00,0.00
C125,20~30m,1.40,8.60,0.00,0.00,0.00,0.00
C125,30~40m,5.40,4.60,0.00,0.00,0.00,0.00
C125,40~50m,5.00,5.00,0.00,0.00,0.00,0.00
C125,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C125,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C125,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C125,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C125,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C125,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C126,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C126,10~20m,1.20,8.80,0.00,0.00,0.00,0.00
C126,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C126,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C126,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C126,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C126,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C126,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C126,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C126,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C126,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C127,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C127,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C127,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C127,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C127,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C127,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C127,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C127,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C127,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C127,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C127,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C128,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C128,10~20m,1.90,8.10,0.00,0.00,0.00,0.00
C128,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C128,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C128,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C128,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C128,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C128,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C128,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C128,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C128,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C136,0~10m,2.10,7.90,0.00,0.00,0.00,0.00
C136,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C136,20~30m,2.00,7.00,0.00,0.00,0.00,0.00
C136,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C136,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C136,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C136,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C136,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C136,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C136,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C136,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C137,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C137,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C137,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C137,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C137,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C137,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C137,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C137,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C137,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C137,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C137,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C138,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C138,10~20m,1.80,8.20,0.00,0.00,0.00,0.00
C138,20~30m,1.40,8.60,0.00,0.00,0.00,0.00
C138,30~40m,5.60,4.40,0.00,0.00,0.00,0.00
C138,40~50m,4.90,5.10,0.00,0.00,0.00,0.00
C138,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C138,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C138,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C138,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C138,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C138,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C139,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C139,10~20m,2.00,8.00,0.00,0.00,0.00,0.00
C139,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C139,30~40m,5.60,4.40,0.00,0.00,0.00,0.00
C139,40~50m,4.80,5.20,0.00,0.00,0.00,0.00
C139,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C139,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C139,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C139,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C139,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C139,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C140,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C140,10~20m,1.90,8.10,0.00,0.00,0.00,0.00
C140,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C140,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C140,40~50m,5.00,5.00,0.00,0.00,0.00,0.00
C140,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C140,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C140,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C140,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C140,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C140,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C148,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C148,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C148,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C148,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C148,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C148,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C148,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C148,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C148,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C148,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C148,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C149,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C149,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C149,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
C149,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C149,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C149,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C149,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C149,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C149,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C149,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C149,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C150,0~10m,2.90,7.10,0.00,0.00,0.00,0.00
C150,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C150,20~30m,1.50,8.50,0.00,0.00,0.00,0.00
C150,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C150,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C150,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C150,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C150,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C150,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C150,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C150,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C151,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C151,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C151,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C151,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C151,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C151,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C151,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C151,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C151,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C151,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C151,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C152,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C152,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C152,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C152,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C152,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C152,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C152,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C152,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C152,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C152,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C152,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C160,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C160,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C160,20~30m,2.00,8.00,0.00,0.00,0.00,0.00
C160,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C160,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C160,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C160,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C160,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C160,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C160,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C160,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C161,0~10m,2.70,7.30,0.00,0.00,0.00,0.00
C161,10~20m,1.40,8.60,0.00,0.00,0.00,0.00
C161,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C161,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C161,40~50m,4.90,5.10,0.00,0.00,0.00,0.00
C161,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C161,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C161,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C161,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C161,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C161,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C162,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C162,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
C162,20~30m,1.40,8.60,0.00,0.00,0.00,0.00
C162,30~40m,6.00,4.00,0.00,0.00,0.00,0.00
C162,40~50m,4.20,5.80,0.00,0.00,0.00,0.00
C162,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C162,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C162,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C162,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C162,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C162,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C163,0~10m,3.00,7.00,0.00,0.00,0.00,0.00
C163,10~20m,1.40,8.60,0.00,0.00,0.00,0.00
C163,20~30m,1.70,8.30,0.00,0.00,0.00,0.00
C163,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C163,40~50m,4.80,5.20,0.00,0.00,0.00,0.00
C163,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C163,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C163,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C163,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C163,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C163,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C171,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C171,10~20m,1.70,8.30,0.00,0.00,0.00,0.00
C171,20~30m,2.00,7.00,0.00,0.00,0.00,0.00
C171,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C171,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C171,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C171,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C171,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C171,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C171,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C171,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C172,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C172,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
C172,20~30m,2.20,7.80,0.00,0.00,0.00,0.00
C172,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C172,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C172,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C172,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C172,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C172,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C172,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C172,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C173,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C173,10~20m,0.00,10.00,0.00,0.00,0.00,0.00
C173,20~30m,0.00,8.00,0.00,0.00,0.00,0.00
C173,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C173,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C173,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C173,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C173,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C173,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C173,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C173,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C183,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C183,10~20m,1.10,8.90,0.00,0.00,0.00,0.00
C183,20~30m,2.00,8.00,0.00,0.00,0.00,0.00
C183,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C183,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C183,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C183,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C183,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C183,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C183,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C183,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C184,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C184,10~20m,1.20,8.80,0.00,0.00,0.00,0.00
C184,20~30m,2.00,8.00,0.00,0.00,0.00,0.00
C184,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C184,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C184,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C184,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C184,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C184,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C184,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C184,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C185,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C185,10~20m,2.00,8.00,0.00,0.00,0.00,0.00
C185,20~30m,2.00,8.00,0.00,0.00,0.00,0.00
C185,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C185,40~50m,5.00,5.00,0.00,0.00,0.00,0.00
C185,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C185,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C185,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C185,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C185,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C185,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C186,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C186,10~20m,0.80,9.20,0.00,0.00,0.00,0.00
C186,20~30m,1.70,8.30,0.00,0.00,0.00,0.00
C186,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C186,40~50m,4.40,5.60,0.00,0.00,0.00,0.00
C186,50~60m,0.00,2.00,0.00,0.00,0.00,0.00
C186,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C186,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C186,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C186,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C186,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C187,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C187,10~20m,1.20,8.80,0.00,0.00,0.00,0.00
C187,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
C187,30~40m,5.80,4.20,0.00,0.00,0.00,0.00
C187,40~50m,4.50,5.50,0.00,0.00,0.00,0.00
C187,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C187,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C187,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C187,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C187,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
