工程名称(编号):  中新科技城241A地块       (2009-K-255)
建设单位:        
孔号,深度,I,II,III,IV,V,VI
C132,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C132,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C132,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C132,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C132,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C132,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C132,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C132,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C132,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C132,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C132,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C133,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C133,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C133,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C133,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C133,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C133,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C133,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C133,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C133,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C133,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C133,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C134,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C134,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C134,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C134,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C134,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C134,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C134,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C134,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C134,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C134,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C134,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C135,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C135,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C135,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C135,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C135,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C135,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C135,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C135,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C135,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C135,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C135,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C14,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C14,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C14,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C14,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C14,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C14,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C14,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C14,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C14,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C14,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C14,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C141,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
C141,10~20m,0.00,4.00,0.00,0.00,0.00,0.00
C141,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C141,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C141,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C141,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C141,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C141,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C141,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C141,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C141,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C142,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C142,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C142,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C142,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C142,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C142,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C142,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C142,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C142,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C142,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C142,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C143,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C143,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C143,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C143,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C143,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C143,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C143,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C143,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C143,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C143,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C143,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C144,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C144,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C144,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C144,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C144,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C144,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C144,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C144,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C144,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C144,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C144,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C145,0~10m,3.00,7.00,0.00,0.00,0.00,0.00
C145,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C145,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C145,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C145,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C145,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C145,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C145,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C145,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C145,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C145,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C146,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C146,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C146,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C146,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C146,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C146,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C146,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C146,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C146,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C146,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C146,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C147,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C147,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C147,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C147,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C147,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C147,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C147,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C147,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C147,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C147,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C147,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C15,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C15,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C15,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C15,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C15,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C15,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C15,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C15,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C15,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C15,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C15,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C153,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C153,10~20m,0.00,1.00,0.00,0.00,0.00,0.00
C153,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C153,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C153,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C153,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C153,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C153,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C153,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C153,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C153,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C154,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C154,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C154,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C154,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C154,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C154,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C154,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C154,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C154,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C154,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C154,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C155,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C155,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C155,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C155,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C155,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C155,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C155,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C155,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C155,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C155,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C155,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C156,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C156,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C156,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C156,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C156,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C156,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C156,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C156,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C156,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C156,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C156,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C157,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C157,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C157,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C157,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C157,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C157,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C157,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C157,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C157,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C157,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C157,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C158,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C158,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C158,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C158,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C158,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C158,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C158,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C158,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C158,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C158,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C158,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C159,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C159,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C159,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C159,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C159,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C159,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C159,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C159,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C159,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C159,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C159,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C16,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C16,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C16,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C16,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C16,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C16,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C16,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C16,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C16,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C16,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C16,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C164,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C164,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C164,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C164,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C164,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C164,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C164,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C164,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C164,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C164,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C164,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C165,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C165,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C165,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C165,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C165,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C165,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C165,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C165,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C165,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C165,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C165,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C166,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C166,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C166,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C166,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C166,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C166,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C166,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C166,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C166,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C166,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C166,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C167,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C167,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C167,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C167,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C167,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C167,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C167,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C167,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C167,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C167,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C167,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C168,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C168,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C168,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C168,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C168,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C168,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C168,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C168,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C168,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C168,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C168,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C169,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C169,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C169,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C169,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C169,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C169,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C169,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C169,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C169,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C169,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C169,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C17,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C17,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C17,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C17,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C17,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C17,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C17,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C17,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C17,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C17,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C17,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C170,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C170,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C170,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C170,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C170,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C170,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C170,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C170,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C170,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C170,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C170,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C174,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C174,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C174,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C174,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C174,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C174,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C174,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C174,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C174,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C174,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C174,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C175,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C175,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C175,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C175,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C175,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C175,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C175,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C175,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C175,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C175,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C175,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C176,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
C176,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C176,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C176,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C176,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C176,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C176,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C176,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C176,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C176,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C176,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C177,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C177,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C177,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C177,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C177,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C177,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C177,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C177,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C177,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C177,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C177,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C178,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
C178,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C178,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C178,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C178,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C178,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C178,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C178,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C178,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C178,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C178,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C179,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
C179,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C179,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C179,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C179,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C179,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C179,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C179,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C179,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C179,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C179,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C18,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
C18,10~20m,0.00,8.00,0.00,0.00,0.00,0.00
C18,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C18,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C18,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C18,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C18,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C18,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C18,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C18,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C18,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C180,0~10m,2.80,7.20,0.00,0.00,0.00,0.00
C180,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C180,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C180,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C180,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C180,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C180,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C180,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C180,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C180,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C180,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C181,0~10m,2.70,7.30,0.00,0.00,0.00,0.00
C181,10~20m,0.00,1.00,0.00,0.00,0.00,0.00
C181,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C181,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C181,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C181,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C181,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C181,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C181,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C181,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C181,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C182,0~10m,2.90,7.10,0.00,0.00,0.00,0.00
C182,10~20m,0.00,5.00,0.00,0.00,0.00,0.00
C182,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C182,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C182,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C182,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
C182,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
C182,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
C182,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
C182,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
C182,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
C188,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
C188,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
C188,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
C188,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
C188,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
C188,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
